x,y
0,0
0.0083358142304257223,0
0.0083358142304257223,0.030303030303030304
0.016572392577155901,0.030303030303030304
0.016572392577155901,0.060606060606060608
0.027686811551056862,0.060606060606060608
0.027686811551056862,0.090909090909090912
0.028282226853230129,0.090909090909090912
0.028282226853230129,0.12121212121212122
0.03691574873474248,0.12121212121212122
0.03691574873474248,0.15151515151515152
0.074526148655353772,0.15151515151515152
0.074526148655353772,0.18181818181818182
0.089213059442294337,0.18181818181818182
0.089213059442294337,0.21212121212121213
0.10985412325096755,0.21212121212121213
0.10985412325096755,0.24242424242424243
0.11263272799444279,0.24242424242424243
0.11263272799444279,0.27272727272727271
0.12811352585094771,0.27272727272727271
0.12811352585094771,0.30303030303030304
0.16195296219112831,0.30303030303030304
0.16195296219112831,0.33333333333333331
0.1675101716780788,0.33333333333333331
0.1675101716780788,0.36363636363636365
0.17396050411828917,0.36363636363636365
0.17396050411828917,0.39393939393939392
0.18070854420958618,0.39393939393939392
0.18070854420958618,0.42424242424242425
0.21296020641063809,0.42424242424242425
0.21296020641063809,0.45454545454545453
0.21444874466607125,0.45454545454545453
0.21444874466607125,0.48484848484848486
0.28490622208990773,0.48484848484848486
0.28490622208990773,0.51515151515151514
0.30683735238662302,0.51515151515151514
0.30683735238662302,0.54545454545454541
0.31358539247792,0.54545454545454541
0.31358539247792,0.5757575757575758
0.33591346630941749,0.5757575757575758
0.33591346630941749,0.60606060606060608
0.45330951672124642,0.60606060606060608
0.45330951672124642,0.63636363636363635
0.48030167708643445,0.63636363636363635
0.48030167708643445,0.66666666666666663
0.48159174357447654,0.66666666666666663
0.48159174357447654,0.72727272727272729
0.51354569812444184,0.72727272727272729
0.51374416989183291,0.75757575757575757
0.62727002083953554,0.75757575757575757
0.62746849260692672,0.78787878787878785
0.63600277860474352,0.78787878787878785
0.6362012503721346,0.81818181818181823
0.73325394462637694,0.81818181818181823
0.73345241639376801,0.84848484848484851
0.74079587178723827,0.84848484848484851
0.74099434355462934,0.87878787878787878
0.89342066091098538,0.87878787878787878
0.89361913267837645,0.90909090909090906
0.90344348516423534,0.90909090909090906
0.90364195693162652,0.93939393939393945
0.92080976481095567,0.93939393939393945
0.92100823657834674,0.96969696969696972
0.98074823856306437,0.96969696969696972
0.98094671033045544,1
1,1
